"user_id","time","incoming","dest_user_id","dest.phone.hash"
60,2009-05-01 19:20:13,0,,"653124128"
57,2009-05-01 19:21:16,1,,"675833498"
48,2009-05-01 19:41:19,0,,"134811818"
48,2009-05-01 19:41:58,1,,"134811818"
37,2009-05-01 20:03:29,0,,"2488940794"
37,2009-05-01 21:12:52,1,,"2488940794"
57,2009-05-01 21:18:48,1,,"675831353"
57,2009-05-01 21:18:52,1,,"675833498"
57,2009-05-01 21:25:16,1,,"675831353"
57,2009-05-01 21:40:31,1,,"675833498"
57,2009-05-01 22:17:44,0,,"675833498"
57,2009-05-01 22:17:46,0,,"675831353"
48,2009-05-01 22:29:30,1,,"134811818"
48,2009-05-01 22:35:48,1,,"134811818"
57,2009-05-01 22:39:39,0,,"675831353"
57,2009-05-01 22:39:53,0,,"675833498"
48,2009-05-01 22:45:43,1,48,"3427818738"
60,2009-05-01 22:46:30,0,,"653124128"
60,2009-05-01 22:46:30,0,,"1833226434"
60,2009-05-01 22:46:30,1,,"1440070722"
60,2009-05-01 22:46:30,1,,"859514503"
60,2009-05-01 22:46:30,0,,"4188456896"
48,2009-05-01 22:47:05,1,,"134811818"
57,2009-05-01 22:54:09,0,,"675833498"
48,2009-05-01 22:56:41,1,,"134811818"
29,2009-05-02 01:03:11,1,,"341185056"
29,2009-05-02 01:05:31,1,,"341185056"
61,2009-05-02 05:02:19,1,1,"3502965008"
61,2009-05-02 08:02:19,1,1,"3502965008"
1,2009-05-02 11:02:18,0,61,"3480933661"
57,2009-05-02 11:46:02,1,,"225368882"
57,2009-05-02 11:57:23,0,,"225368882"
57,2009-05-02 12:46:39,0,,"225368882"
61,2009-05-02 13:08:14,1,1,"3502965008"
1,2009-05-02 13:28:42,1,,"2088292949"
1,2009-05-02 16:04:35,0,,"858735305"
1,2009-05-02 16:05:38,1,,"858735305"
1,2009-05-02 16:07:06,0,,"858735305"
61,2009-05-02 16:08:14,1,1,"3502965008"
61,2009-05-02 16:09:58,0,1,"3502965008"
72,2009-05-02 16:24:22,1,,"285248290"
56,2009-05-02 16:25:23,0,,"3524061235"
56,2009-05-02 17:28:41,1,,"3524061235"
56,2009-05-02 17:29:25,0,,"3524061235"
56,2009-05-02 17:30:08,1,,"3524061235"
56,2009-05-02 17:32:43,1,,"3524061235"
56,2009-05-02 17:39:38,0,,"3524061235"
56,2009-05-02 17:39:38,0,,"2555387127"
56,2009-05-02 17:39:38,1,,"3387685588"
56,2009-05-02 17:39:38,1,,"4258925294"
56,2009-05-02 17:39:38,0,,"3524061235"
56,2009-05-02 17:41:18,1,,"3524061235"
15,2009-05-02 18:00:41,1,,"22509951"
1,2009-05-02 19:08:14,0,61,"3480933661"
1,2009-05-02 19:09:58,1,61,"3480933661"
61,2009-05-02 19:09:58,0,1,"3502965008"
61,2009-05-02 19:09:58,0,,"640239777"
61,2009-05-02 19:09:58,0,1,"3502965008"
58,2009-05-02 19:45:45,1,,"2663449087"
57,2009-05-02 20:00:04,1,,"2961305363"
57,2009-05-02 20:02:30,1,,"2961305363"
57,2009-05-02 20:04:39,1,,"2961305363"
57,2009-05-02 20:04:39,1,,"2923305363"
57,2009-05-02 21:00:51,0,,"2961305363"
57,2009-05-02 21:03:16,0,,"2961305363"
57,2009-05-02 21:05:30,0,,"2961305363"
58,2009-05-02 22:52:27,1,24,"1873398567"
58,2009-05-02 22:58:05,1,24,"1873398567"
57,2009-05-02 23:43:31,1,,"2923423544"
57,2009-05-02 23:47:19,1,,"2923423544"
57,2009-05-02 23:58:15,1,,"2923423544"
57,2009-05-03 00:07:11,1,,"2923423544"
57,2009-05-03 00:07:50,1,,"2923423544"
57,2009-05-03 00:07:50,1,,"2961305364235"
57,2009-05-03 00:07:50,1,,"2884325110"
57,2009-05-03 00:07:50,1,,"4100035701"
57,2009-05-03 00:07:50,1,,"6758334982354"
57,2009-05-03 00:46:07,0,,"2923423544"
57,2009-05-03 00:49:03,0,,"2923423544"
57,2009-05-03 01:04:12,0,,"2923423544"
57,2009-05-03 01:10:49,0,,"2923423544"
61,2009-05-03 05:19:52,1,1,"3502965008"
61,2009-05-03 08:19:52,1,1,"3502965008"
1,2009-05-03 11:19:52,0,61,"3480933661"
1,2009-05-03 12:36:30,1,,"1613370732"
1,2009-05-03 13:27:22,1,,"1613370732"
60,2009-05-03 15:46:47,1,,"800141732"
60,2009-05-03 15:47:03,1,,"800141732"
60,2009-05-03 16:46:09,0,,"800141732"
56,2009-05-03 16:54:49,1,,"2555387127"
58,2009-05-03 17:13:02,1,,"742634928"
1,2009-05-03 17:14:47,0,,"1613370732"
60,2009-05-03 17:54:28,0,,"800141732"
60,2009-05-03 17:55:44,0,,"653124128"
60,2009-05-03 19:23:36,1,,"800141732"
35,2009-05-03 19:36:27,1,,"323243563"
1,2009-05-03 20:37:41,0,1,"3502965008"
1,2009-05-03 20:37:42,1,1,"3502965008"
35,2009-05-03 21:20:14,1,,"323243563"
35,2009-05-03 21:20:14,0,,"2733711712"
35,2009-05-03 21:20:14,0,,"323243563"
60,2009-05-03 21:20:22,1,,"800141732"
60,2009-05-03 22:09:46,0,,"800141732"
60,2009-05-04 00:25:55,0,,"800141732"
60,2009-05-04 07:17:02,1,,"1833226434"
44,2009-05-04 07:41:29,1,,"2052673791"
1,2009-05-04 08:39:18,1,,"2088292949"
31,2009-05-04 08:50:34,1,,"2113428259"
60,2009-05-04 09:38:04,0,,"1833226434"
67,2009-05-04 10:02:36,0,,"3033293955"
67,2009-05-04 10:03:19,1,,"3033293955"
67,2009-05-04 10:21:36,0,,"3033293955"
67,2009-05-04 10:55:20,1,,"3033293955"
67,2009-05-04 10:55:20,1,,"3117739292"
67,2009-05-04 10:55:20,0,,"2809552393955"
67,2009-05-04 10:55:20,0,,"336794879"
67,2009-05-04 10:55:20,1,,"2764449276"
67,2009-05-04 10:55:20,1,,"1776223955"
67,2009-05-04 10:55:20,1,,"3193955"
67,2009-05-04 10:55:20,1,,"3117739292"
67,2009-05-04 10:55:20,1,,"3788993615"
67,2009-05-04 10:55:20,1,67,"3117739291"
67,2009-05-04 10:55:20,1,,"3172692455"
67,2009-05-04 10:55:20,1,,"17762293955"
67,2009-05-04 10:55:20,1,67,"3117739291"
67,2009-05-04 10:55:20,1,,"1849150483"
67,2009-05-04 10:55:20,1,,"177622"
21,2009-05-04 10:55:26,1,,"1652429220"
21,2009-05-04 10:56:10,0,,"1652429220"
21,2009-05-04 11:17:25,1,,"1652429220"
21,2009-05-04 11:18:58,0,,"1652429220"
21,2009-05-04 11:20:47,1,,"1652429220"
21,2009-05-04 11:21:33,0,,"1652429220"
21,2009-05-04 11:23:55,1,,"1652429220"
21,2009-05-04 11:24:55,0,,"1652429220"
44,2009-05-04 12:04:28,0,,"2052673791"
67,2009-05-04 12:04:39,1,,"3033293955"
57,2009-05-04 12:14:32,1,,"4016850233"
61,2009-05-04 13:14:42,0,1,"3502965008"
57,2009-05-04 13:15:58,0,,"4016850233"
21,2009-05-04 13:26:37,1,,"1652429220"
67,2009-05-04 13:47:45,0,,"3172692455"
67,2009-05-04 13:48:08,1,,"3172692455"
7,2009-05-04 14:25:26,1,,"3021557838"
4,2009-05-04 14:36:47,0,,"117911181"
4,2009-05-04 14:37:08,0,9,"2640946384"
57,2009-05-04 14:46:17,1,,"675831353"
7,2009-05-04 14:54:46,0,,"3021557838"
7,2009-05-04 14:55:59,1,,"3021557838"
7,2009-05-04 14:56:39,0,,"3021557838"
7,2009-05-04 14:58:58,1,,"3021557838"
21,2009-05-04 15:01:43,0,,"1652429220"
21,2009-05-04 15:02:14,1,,"1652429220"
21,2009-05-04 15:11:43,0,,"1652429220"
21,2009-05-04 15:13:33,1,,"1652429220"
21,2009-05-04 15:15:12,0,,"1652429220"
30,2009-05-04 15:15:15,1,,"3229539763"
21,2009-05-04 15:16:35,0,,"1652429220"
21,2009-05-04 15:17:05,1,,"1652429220"
21,2009-05-04 15:17:59,1,,"1652429220"
21,2009-05-04 15:20:04,0,,"1652429220"
21,2009-05-04 15:20:40,1,,"1652429220"
21,2009-05-04 15:21:04,1,,"1652429220"
21,2009-05-04 15:22:25,0,,"1652429220"
21,2009-05-04 15:23:06,1,,"1652429220"
21,2009-05-04 15:24:02,0,,"1652429220"
21,2009-05-04 15:26:16,1,,"1652429220"
21,2009-05-04 15:26:46,0,,"1652429220"
31,2009-05-04 15:34:47,1,,"477840868"
37,2009-05-04 15:35:39,0,,"2488940794"
4,2009-05-04 15:36:47,0,,"117911181"
4,2009-05-04 15:37:08,0,9,"2640946384"
61,2009-05-04 16:13:16,1,,"177622"
1,2009-05-04 16:14:41,1,61,"3480933661"
61,2009-05-04 16:14:42,0,1,"3502965008"
61,2009-05-04 16:14:42,0,,"640239777"
61,2009-05-04 16:14:42,0,,"3499493196"
61,2009-05-04 16:16:07,1,,"177622"
37,2009-05-04 16:39:01,1,,"2488940794"
61,2009-05-04 19:13:16,1,,"177622"
61,2009-05-04 19:15:04,0,,"177622"
61,2009-05-04 19:16:07,1,,"177622"
61,2009-05-04 19:17:03,0,,"177622"
27,2009-05-04 20:19:21,0,,"35601307"
31,2009-05-04 20:22:50,1,,"477840868"
31,2009-05-04 20:24:45,1,,"477840868"
31,2009-05-04 20:29:27,0,,"477840868"
31,2009-05-04 20:29:27,1,,"3648514696"
31,2009-05-04 20:31:30,0,,"477840868"
31,2009-05-04 20:34:13,0,,"477840868"
31,2009-05-04 20:37:34,1,,"477840868"
61,2009-05-04 22:15:04,0,,"177622"
61,2009-05-04 22:17:03,0,,"177622"
1,2009-05-04 23:03:10,0,1,"3502965008"
1,2009-05-04 23:03:11,1,1,"3502965008"
67,2009-05-04 23:42:48,0,,"1931424644"
61,2009-05-05 05:51:11,1,,"3499493196"
61,2009-05-05 06:03:02,1,,"3499493196"
1,2009-05-05 08:41:31,0,,"858735305"
1,2009-05-05 08:48:49,1,,"858735305"
61,2009-05-05 08:51:11,1,,"3499493196"
61,2009-05-05 08:57:02,0,,"3499493196"
1,2009-05-05 09:01:35,0,,"858735305"
61,2009-05-05 09:03:02,1,,"3499493196"
1,2009-05-05 09:26:31,1,,"858735305"
58,2009-05-05 09:54:58,1,24,"1873398567"
1,2009-05-05 10:08:59,0,,"858735305"
1,2009-05-05 10:15:34,1,,"858735305"
61,2009-05-05 11:57:02,0,,"3499493196"
67,2009-05-05 12:06:00,0,,"3117739292"
67,2009-05-05 12:07:12,1,,"3117739292"
21,2009-05-05 13:32:34,1,31,"478048602"
31,2009-05-05 13:40:02,0,21,"478371941"
57,2009-05-05 14:23:02,1,,"2961305363"
57,2009-05-05 14:25:40,1,,"2961305363"
57,2009-05-05 14:29:01,1,,"2961305363"
57,2009-05-05 14:30:25,1,,"2961305363"
57,2009-05-05 14:33:08,1,,"2961305363"
57,2009-05-05 14:34:50,1,,"2961305363"
57,2009-05-05 14:37:42,1,,"2961305363"
57,2009-05-05 14:43:47,1,,"2961305363"
57,2009-05-05 14:58:23,1,,"2961305363"
57,2009-05-05 14:59:32,1,,"2961305363"
57,2009-05-05 15:01:51,1,,"2961305363"
57,2009-05-05 15:03:45,1,,"2961305363"
61,2009-05-05 15:22:02,1,,"2842712472"
57,2009-05-05 15:23:40,0,,"2961305363"
57,2009-05-05 15:26:59,0,,"2961305363"
57,2009-05-05 15:29:37,0,,"2961305363"
57,2009-05-05 15:31:34,0,,"2961305363"
57,2009-05-05 15:33:52,0,,"2961305363"
57,2009-05-05 15:35:27,0,,"2961305363"
57,2009-05-05 15:57:32,0,,"2961305363"
57,2009-05-05 15:59:05,0,,"2961305363"
57,2009-05-05 16:00:14,0,,"2961305363"
57,2009-05-05 16:00:14,0,,"2921305363"
57,2009-05-05 16:00:14,0,,"595077610"
57,2009-05-05 16:00:14,0,,"675833498"
57,2009-05-05 16:02:58,0,,"2961305363"
67,2009-05-05 16:29:08,0,,"3172692455"
58,2009-05-05 16:49:56,1,,"185761854"
58,2009-05-05 17:16:05,1,24,"1873398567"
61,2009-05-05 17:17:27,1,,"2842712472"
61,2009-05-05 18:22:02,1,,"2842712472"
58,2009-05-05 18:27:22,1,24,"1873398567"
61,2009-05-05 19:48:08,0,,"2842712472"
72,2009-05-05 20:08:01,1,,"285248290"
61,2009-05-05 20:17:27,1,,"2842712472"
72,2009-05-05 21:07:15,0,,"285248290"
61,2009-05-05 22:48:08,0,,"2842712472"
31,2009-05-05 23:22:10,0,,"3372196001"
61,2009-05-06 04:36:10,0,1,"3502965008"
1,2009-05-06 05:21:33,0,,"2704234427"
1,2009-05-06 05:23:51,0,,"2465858083"
1,2009-05-06 05:24:50,1,,"2704234427"
1,2009-05-06 07:36:09,1,61,"3480933661"
61,2009-05-06 07:36:10,0,1,"3502965008"
61,2009-05-06 08:47:33,1,,"3456766181"
67,2009-05-06 11:24:36,0,,"3172692455"
67,2009-05-06 11:25:43,0,,"4080519646"
67,2009-05-06 11:25:43,0,,"4080519646"
67,2009-05-06 11:25:43,0,,"4080519646"
67,2009-05-06 11:26:36,1,,"4080519646"
67,2009-05-06 11:27:16,0,,"4080519646"
67,2009-05-06 11:27:16,0,,"1147311773929"
67,2009-05-06 11:27:16,0,,"114747863"
61,2009-05-06 11:40:10,1,,"3499493196"
61,2009-05-06 11:47:33,1,,"3456766181"
21,2009-05-06 12:29:34,0,,"1652429220"
61,2009-05-06 12:34:43,1,,"177622"
57,2009-05-06 12:41:03,1,,"675831353"
21,2009-05-06 13:08:27,1,,"1652429220"
21,2009-05-06 13:11:13,0,,"1652429220"
21,2009-05-06 13:14:25,1,,"1652429220"
21,2009-05-06 13:16:02,0,,"1652429220"
21,2009-05-06 13:16:36,1,,"1652429220"
48,2009-05-06 13:24:58,1,,"134811818"
57,2009-05-06 13:32:21,1,,"675831353"
57,2009-05-06 13:44:00,0,,"675831353"
57,2009-05-06 13:44:00,0,,"4259993470"
57,2009-05-06 13:59:14,1,,"672456612"
48,2009-05-06 14:35:46,1,,"134811818"
57,2009-05-06 14:36:03,0,,"675831353"
61,2009-05-06 14:40:10,1,,"3499493196"
27,2009-05-06 15:18:13,1,,"35601307"
61,2009-05-06 15:34:43,1,,"177622"
67,2009-05-06 19:24:59,0,,"177622"
67,2009-05-06 19:24:59,0,,"4080519646"
67,2009-05-06 19:24:59,0,,"177622"
67,2009-05-06 19:24:59,0,,"177622"
67,2009-05-06 19:25:28,0,,"114747863"
67,2009-05-06 19:26:53,1,,"177622"
67,2009-05-06 19:28:37,0,,"177622"
67,2009-05-06 19:28:37,1,,"177622"
67,2009-05-06 19:29:27,0,,"177622"
67,2009-05-06 19:29:27,0,,"7622"
67,2009-05-06 19:29:27,0,,"2764449276"
67,2009-05-06 19:35:39,1,,"177622"
67,2009-05-06 19:37:09,0,,"177622"
61,2009-05-06 19:45:33,0,1,"3502965008"
37,2009-05-06 20:02:41,0,,"3465196046"
7,2009-05-06 20:31:44,1,,"4257982743"
57,2009-05-06 20:31:48,1,,"675833498"
67,2009-05-06 20:42:18,1,,"114747863"
67,2009-05-06 20:46:08,1,,"114747863"
67,2009-05-06 20:47:31,0,,"114747863"
67,2009-05-06 20:49:10,1,,"114747863"
67,2009-05-06 20:49:36,0,,"114747863"
67,2009-05-06 20:49:58,1,,"114747863"
37,2009-05-06 21:06:43,0,,"3465196046"
7,2009-05-06 21:16:39,0,,"4257982743"
7,2009-05-06 21:23:26,1,,"4257982743"
7,2009-05-06 21:25:01,0,,"4257982743"
1,2009-05-06 22:45:33,1,61,"3480933661"
61,2009-05-06 22:45:33,0,1,"3502965008"
31,2009-05-07 00:10:40,1,,"3372196001"
31,2009-05-07 00:10:47,0,,"3372196001"
31,2009-05-07 00:16:12,0,,"3372196001"
61,2009-05-07 07:28:57,1,,"177622"
61,2009-05-07 07:37:09,1,,"177622"
61,2009-05-07 10:28:57,1,,"177622"
61,2009-05-07 10:35:04,0,,"177622"
61,2009-05-07 10:37:09,1,,"177622"
31,2009-05-07 10:53:00,1,16,"2330000391"
67,2009-05-07 10:54:45,0,,"3172692455"
67,2009-05-07 10:54:45,0,,"37889455"
67,2009-05-07 10:54:45,0,,"1670955106"
67,2009-05-07 10:55:36,1,,"3172692455"
67,2009-05-07 10:56:26,0,,"3172692455"
67,2009-05-07 10:57:12,1,,"3172692455"
67,2009-05-07 10:57:47,0,,"3172692455"
31,2009-05-07 11:56:27,0,16,"2330000391"
31,2009-05-07 12:01:49,0,,"3372196001"
57,2009-05-07 12:36:25,0,,"675833498"
61,2009-05-07 13:35:04,0,,"177622"
60,2009-05-07 13:35:23,1,,"1746778923"
4,2009-05-07 13:44:16,0,,"3074189198"
4,2009-05-07 14:44:16,0,,"3074189198"
60,2009-05-07 15:54:42,1,,"1746778923"
61,2009-05-07 16:25:26,1,1,"3502965008"
60,2009-05-07 16:53:06,0,,"1746778923"
67,2009-05-07 17:56:02,0,,"4080519646"
67,2009-05-07 17:57:40,1,,"4080519646"
57,2009-05-07 18:15:03,1,,"595077610"
61,2009-05-07 18:20:05,0,1,"3502965008"
57,2009-05-07 18:46:19,1,,"595077610"
57,2009-05-07 18:54:36,1,,"595077610"
29,2009-05-07 18:56:52,0,,"341185056"
61,2009-05-07 18:58:02,0,1,"3502965008"
29,2009-05-07 19:03:09,1,,"341185056"
31,2009-05-07 19:04:14,1,,"3372196001"
57,2009-05-07 19:06:14,1,,"675831353"
31,2009-05-07 19:07:20,0,,"3372196001"
57,2009-05-07 19:09:13,1,,"595077610"
61,2009-05-07 19:25:26,1,1,"3502965008"
57,2009-05-07 19:41:42,0,,"595077610"
61,2009-05-07 19:43:17,0,1,"3502965008"
57,2009-05-07 19:48:58,0,,"595077610"
60,2009-05-07 19:59:24,1,,"3229539763"
57,2009-05-07 20:07:50,0,,"595077610"
57,2009-05-07 20:08:21,0,,"675831353"
67,2009-05-07 20:47:25,0,,"4080519646"
60,2009-05-07 20:58:01,0,,"3229539763"
1,2009-05-07 21:20:04,1,61,"3480933661"
61,2009-05-07 21:20:05,0,1,"3502965008"
1,2009-05-07 21:58:02,1,61,"3480933661"
61,2009-05-07 21:58:02,0,1,"3502965008"
62,2009-05-07 21:58:25,0,,"2883463135"
1,2009-05-07 22:25:25,0,61,"3480933661"
1,2009-05-07 22:43:16,1,61,"3480933661"
61,2009-05-07 22:43:17,0,1,"3502965008"
44,2009-05-08 01:34:02,0,,"4264459461"
60,2009-05-08 07:22:25,1,,"2119815477"
61,2009-05-08 07:46:51,1,,"2842712472"
67,2009-05-08 09:03:42,1,,"177622"
60,2009-05-08 09:07:34,0,,"2119815477"
57,2009-05-08 10:01:33,1,,"4016850233"
57,2009-05-08 10:03:48,1,,"4016850233"
61,2009-05-08 10:46:51,1,,"2842712472"
57,2009-05-08 11:02:31,0,,"4016850233"
61,2009-05-08 11:25:45,1,,"3921023352"
60,2009-05-08 11:32:18,1,,"800141732"
60,2009-05-08 11:36:27,1,,"800141732"
60,2009-05-08 11:36:27,1,,"859514503"
60,2009-05-08 11:36:27,1,60,"897387812"
60,2009-05-08 11:36:27,0,60,"897387812"
61,2009-05-08 11:51:30,1,1,"3502965008"
61,2009-05-08 12:15:34,1,,"3921023352"
60,2009-05-08 12:31:35,0,,"800141732"
60,2009-05-08 12:35:45,0,,"800141732"
4,2009-05-08 12:51:17,1,,"3074189198"
62,2009-05-08 13:00:39,0,,"2883463135"
31,2009-05-08 13:02:55,0,,"3372196001"
31,2009-05-08 13:10:53,1,,"3372196001"
7,2009-05-08 13:12:42,1,,"4257982743"
31,2009-05-08 13:13:46,0,,"3372196001"
7,2009-05-08 13:13:48,0,,"4257982743"
31,2009-05-08 13:14:09,1,,"3372196001"
7,2009-05-08 13:15:15,1,,"4257982743"
57,2009-05-08 13:46:42,1,,"595077610"
4,2009-05-08 13:51:17,1,,"3074189198"
57,2009-05-08 13:52:54,1,,"595077610"
31,2009-05-08 14:08:36,0,,"3372196001"
61,2009-05-08 14:20:14,0,,"3921023352"
61,2009-05-08 14:25:45,1,,"3921023352"
67,2009-05-08 14:36:26,0,,"177622"
61,2009-05-08 14:36:44,0,,"3921023352"
61,2009-05-08 14:37:17,0,1,"3502965008"
61,2009-05-08 14:51:30,1,1,"3502965008"
57,2009-05-08 14:51:44,0,,"595077610"
67,2009-05-08 15:13:06,1,,"177622"
67,2009-05-08 15:14:19,0,,"177622"
61,2009-05-08 15:15:34,1,,"3921023352"
60,2009-05-08 16:35:31,0,,"582201743"
67,2009-05-08 17:15:33,0,,"177622"
67,2009-05-08 17:16:03,0,,"177622"
67,2009-05-08 17:18:45,1,,"177622"
67,2009-05-08 17:19:17,1,,"177622"
61,2009-05-08 17:20:14,0,,"3921023352"
67,2009-05-08 17:28:26,0,,"177622"
61,2009-05-08 17:36:44,0,,"3921023352"
1,2009-05-08 17:37:17,1,61,"3480933661"
61,2009-05-08 17:37:17,0,1,"3502965008"
1,2009-05-08 17:51:29,0,61,"3480933661"
37,2009-05-08 18:23:54,1,,"310384803"
57,2009-05-08 19:00:46,1,,"675833498"
37,2009-05-08 19:08:41,0,,"310384803"
37,2009-05-08 19:22:15,1,,"2775336710"
37,2009-05-08 19:37:15,0,,"2775336710"
57,2009-05-08 20:21:23,1,,"1512139474"
37,2009-05-08 21:13:17,1,,"2775336710"
37,2009-05-08 21:19:02,0,,"2775336710"
49,2009-05-08 22:01:55,1,,"2134406974"
37,2009-05-08 22:41:18,1,,"2775336710"
37,2009-05-08 22:49:22,0,,"2775336710"
37,2009-05-08 22:50:46,1,,"2775336710"
37,2009-05-08 22:51:19,0,,"3769142982"
37,2009-05-08 22:59:14,1,,"3769142982"
37,2009-05-08 22:59:30,0,,"2775336710"
37,2009-05-08 23:00:50,1,,"2775336710"
62,2009-05-09 10:24:40,1,,"177622"
56,2009-05-09 11:32:02,1,,"390191335"
56,2009-05-09 11:34:38,1,,"2404066942"
56,2009-05-09 11:45:39,0,,"2404066942"
56,2009-05-09 11:49:29,1,,"2404066942"
56,2009-05-09 11:50:56,0,,"2404066942"
56,2009-05-09 11:52:56,1,,"2404066942"
37,2009-05-09 12:25:33,1,,"310384803"
44,2009-05-09 12:38:58,1,,"2627220535"
60,2009-05-09 13:33:44,1,,"800141732"
60,2009-05-09 14:35:18,0,,"800141732"
44,2009-05-09 14:48:33,1,,"2627220535"
56,2009-05-09 15:19:15,1,,"4258925294"
67,2009-05-09 15:34:01,1,,"1670955106"
61,2009-05-09 16:15:29,1,,"177622"
61,2009-05-09 16:15:29,1,,"2842712472"
30,2009-05-09 16:57:46,1,,"3229539763"
58,2009-05-09 17:42:24,1,,"3220549945"
60,2009-05-09 17:48:32,0,,"800141732"
44,2009-05-09 17:50:53,0,,"2627220535"
61,2009-05-09 19:15:29,1,,"177622"
