"user.id","remote.user.id.if.known","time","prob2"
56,70,2008-01-26 07:03:43,0.089
56,71,2008-01-26 07:03:43,0
56,74,2008-01-26 07:03:43,
56,1,2008-01-26 07:08:56,0.005
56,27,2008-01-26 07:08:56,0.086
56,28,2008-01-26 07:08:56,0.096
56,34,2008-01-26 07:08:56,0.007
56,48,2008-01-26 07:08:56,0.118
56,70,2008-01-26 07:08:56,0.089
56,71,2008-01-26 07:08:56,0
56,74,2008-01-26 07:08:56,
56,1,2008-01-26 07:14:06,0.005
56,27,2008-01-26 07:14:06,0.086
56,28,2008-01-26 07:14:06,0.096
56,47,2008-01-26 07:14:06,0.03
56,48,2008-01-26 07:14:06,0.118
56,70,2008-01-26 07:14:06,0.089
56,71,2008-01-26 07:14:06,0
56,74,2008-01-26 07:14:06,
56,1,2008-01-26 07:19:16,0.005
56,27,2008-01-26 07:19:16,0.086
56,28,2008-01-26 07:19:16,0.096
56,47,2008-01-26 07:19:16,0.03
56,48,2008-01-26 07:19:16,0.118
56,70,2008-01-26 07:19:16,0.089
56,71,2008-01-26 07:19:16,0
56,74,2008-01-26 07:19:16,
56,1,2008-01-26 07:24:27,0.005
56,27,2008-01-26 07:24:27,0.086
56,28,2008-01-26 07:24:27,0.096
56,47,2008-01-26 07:24:27,0.03
56,48,2008-01-26 07:24:27,0.118
56,70,2008-01-26 07:24:27,0.089
56,71,2008-01-26 07:24:27,0
56,74,2008-01-26 07:24:27,
56,1,2008-01-26 07:29:39,0.005
56,27,2008-01-26 07:29:39,0.086
56,28,2008-01-26 07:29:39,0.096
56,37,2008-01-26 07:29:39,
56,47,2008-01-26 07:29:39,0.03
56,48,2008-01-26 07:29:39,0.118
56,60,2008-01-26 07:29:39,0.16
56,70,2008-01-26 07:29:39,0.089
56,71,2008-01-26 07:29:39,0
56,74,2008-01-26 07:29:39,
56,1,2008-01-26 07:34:50,0.005
56,5,2008-01-26 07:34:50,0.084
56,27,2008-01-26 07:34:50,0.086
56,28,2008-01-26 07:34:50,0.096
56,32,2008-01-26 07:34:50,0.096
56,37,2008-01-26 07:34:50,
56,47,2008-01-26 07:34:50,0.03
56,48,2008-01-26 07:34:50,0.118
56,69,2008-01-26 07:34:50,0.084
56,70,2008-01-26 07:34:50,0.089
56,71,2008-01-26 07:34:50,0
56,74,2008-01-26 07:34:50,
56,1,2008-01-26 07:40:00,0.005
56,27,2008-01-26 07:40:00,0.086
56,28,2008-01-26 07:40:00,0.096
56,32,2008-01-26 07:40:00,0.096
56,36,2008-01-26 07:40:00,0.004
56,37,2008-01-26 07:40:00,
56,38,2008-01-26 07:40:00,
56,48,2008-01-26 07:40:00,0.118
56,60,2008-01-26 07:40:00,0.16
56,69,2008-01-26 07:40:00,0.084
56,70,2008-01-26 07:40:00,0.089
56,71,2008-01-26 07:40:00,0
56,74,2008-01-26 07:40:00,
56,1,2008-01-26 07:45:10,0.005
56,27,2008-01-26 07:45:10,0.086
56,28,2008-01-26 07:45:10,0.096
56,30,2008-01-26 07:45:10,0.028
56,36,2008-01-26 07:45:10,0.004
56,37,2008-01-26 07:45:10,
56,38,2008-01-26 07:45:10,
56,48,2008-01-26 07:45:10,0.118
56,60,2008-01-26 07:45:10,0.16
56,69,2008-01-26 07:45:10,0.084
56,70,2008-01-26 07:45:10,0.089
56,71,2008-01-26 07:45:10,0
56,74,2008-01-26 07:45:10,
56,27,2008-01-26 07:50:23,0.086
56,28,2008-01-26 07:50:23,0.096
56,30,2008-01-26 07:50:23,0.028
56,32,2008-01-26 07:50:23,0.096
56,36,2008-01-26 07:50:23,0.004
56,37,2008-01-26 07:50:23,
56,38,2008-01-26 07:50:23,
56,47,2008-01-26 07:50:23,0.03
56,48,2008-01-26 07:50:23,0.118
56,55,2008-01-26 07:50:23,
56,60,2008-01-26 07:50:23,0.16
56,69,2008-01-26 07:50:23,0.084
56,71,2008-01-26 07:50:23,0
56,74,2008-01-26 07:50:23,
56,28,2008-01-26 07:55:33,0.096
56,30,2008-01-26 07:55:33,0.028
56,32,2008-01-26 07:55:33,0.096
56,36,2008-01-26 07:55:33,0.004
56,37,2008-01-26 07:55:33,
56,47,2008-01-26 07:55:33,0.03
56,48,2008-01-26 07:55:33,0.118
56,69,2008-01-26 07:55:33,0.084
56,71,2008-01-26 07:55:33,0
56,74,2008-01-26 07:55:33,
56,5,2008-01-26 08:00:43,0.084
56,28,2008-01-26 08:00:43,0.096
56,34,2008-01-26 08:00:43,0.007
56,36,2008-01-26 08:00:43,0.004
56,37,2008-01-26 08:00:43,
56,47,2008-01-26 08:00:43,0.03
56,48,2008-01-26 08:00:43,0.118
56,55,2008-01-26 08:00:43,
56,60,2008-01-26 08:00:43,0.16
56,65,2008-01-26 08:00:43,0.071
56,69,2008-01-26 08:00:43,0.084
56,74,2008-01-26 08:00:43,
56,28,2008-01-26 08:05:54,0.096
56,30,2008-01-26 08:05:54,0.028
56,32,2008-01-26 08:05:54,0.096
56,34,2008-01-26 08:05:54,0.007
56,36,2008-01-26 08:05:54,0.004
56,37,2008-01-26 08:05:54,
56,47,2008-01-26 08:05:54,0.03
56,55,2008-01-26 08:05:54,
56,65,2008-01-26 08:05:54,0.071
56,69,2008-01-26 08:05:54,0.084
56,74,2008-01-26 08:05:54,
56,28,2008-01-26 08:11:06,0.096
56,29,2008-01-26 08:11:06,0.039
56,36,2008-01-26 08:11:06,0.004
56,37,2008-01-26 08:11:06,
56,38,2008-01-26 08:11:06,
56,47,2008-01-26 08:11:06,0.03
56,55,2008-01-26 08:11:06,
56,65,2008-01-26 08:11:06,0.071
56,69,2008-01-26 08:11:06,0.084
56,74,2008-01-26 08:11:06,
56,28,2008-01-26 08:16:17,0.096
56,29,2008-01-26 08:16:17,0.039
56,30,2008-01-26 08:16:17,0.028
56,34,2008-01-26 08:16:17,0.007
56,37,2008-01-26 08:16:17,
56,38,2008-01-26 08:16:17,
56,47,2008-01-26 08:16:17,0.03
56,59,2008-01-26 08:16:17,0.162
56,61,2008-01-26 08:16:17,0.006
56,64,2008-01-26 08:16:17,
56,65,2008-01-26 08:16:17,0.071
56,69,2008-01-26 08:16:17,0.084
56,74,2008-01-26 08:16:17,
56,5,2008-01-26 08:21:27,0.084
56,20,2008-01-26 08:21:27,0.041
56,36,2008-01-26 08:21:27,0.004
56,37,2008-01-26 08:21:27,
56,47,2008-01-26 08:21:27,0.03
56,61,2008-01-26 08:21:27,0.006
56,65,2008-01-26 08:21:27,0.071
56,66,2008-01-26 08:21:27,0
56,67,2008-01-26 08:21:27,0.066
56,69,2008-01-26 08:21:27,0.084
56,5,2008-01-26 08:26:37,0.084
56,8,2008-01-26 08:26:37,0.037
56,19,2008-01-26 08:26:37,0.081
56,20,2008-01-26 08:26:37,0.041
56,36,2008-01-26 08:26:37,0.004
56,37,2008-01-26 08:26:37,
56,42,2008-01-26 08:26:37,0.074
56,47,2008-01-26 08:26:37,0.03
56,62,2008-01-26 08:26:37,0.084
56,66,2008-01-26 08:26:37,0
56,67,2008-01-26 08:26:37,0.066
56,69,2008-01-26 08:26:37,0.084
56,76,2008-01-26 08:26:37,0.025
56,5,2008-01-26 08:31:50,0.084
56,6,2008-01-26 08:31:50,0.02
56,8,2008-01-26 08:31:50,0.037
56,19,2008-01-26 08:31:50,0.081
56,20,2008-01-26 08:31:50,0.041
56,32,2008-01-26 08:31:50,0.096
56,36,2008-01-26 08:31:50,0.004
56,37,2008-01-26 08:31:50,
56,42,2008-01-26 08:31:50,0.074
56,47,2008-01-26 08:31:50,0.03
56,49,2008-01-26 08:31:50,
56,61,2008-01-26 08:31:50,0.006
56,62,2008-01-26 08:31:50,0.084
56,65,2008-01-26 08:31:50,0.071
56,66,2008-01-26 08:31:50,0
56,67,2008-01-26 08:31:50,0.066
56,69,2008-01-26 08:31:50,0.084
56,76,2008-01-26 08:31:50,0.025
56,5,2008-01-26 08:37:00,0.084
56,6,2008-01-26 08:37:00,0.02
56,8,2008-01-26 08:37:00,0.037
56,19,2008-01-26 08:37:00,0.081
56,20,2008-01-26 08:37:00,0.041
56,32,2008-01-26 08:37:00,0.096
56,36,2008-01-26 08:37:00,0.004
56,37,2008-01-26 08:37:00,
56,42,2008-01-26 08:37:00,0.074
56,47,2008-01-26 08:37:00,0.03
56,49,2008-01-26 08:37:00,
56,61,2008-01-26 08:37:00,0.006
56,62,2008-01-26 08:37:00,0.084
56,65,2008-01-26 08:37:00,0.071
56,66,2008-01-26 08:37:00,0
56,67,2008-01-26 08:37:00,0.066
56,69,2008-01-26 08:37:00,0.084
56,76,2008-01-26 08:37:00,0.025
56,5,2008-01-26 08:42:10,0.084
56,6,2008-01-26 08:42:10,0.02
56,8,2008-01-26 08:42:10,0.037
56,19,2008-01-26 08:42:10,0.081
56,20,2008-01-26 08:42:10,0.041
56,32,2008-01-26 08:42:10,0.096
56,36,2008-01-26 08:42:10,0.004
56,37,2008-01-26 08:42:10,
56,42,2008-01-26 08:42:10,0.074
56,47,2008-01-26 08:42:10,0.03
56,49,2008-01-26 08:42:10,
56,61,2008-01-26 08:42:10,0.006
56,62,2008-01-26 08:42:10,0.084
56,65,2008-01-26 08:42:10,0.071
56,66,2008-01-26 08:42:10,0
56,67,2008-01-26 08:42:10,0.066
56,69,2008-01-26 08:42:10,0.084
56,76,2008-01-26 08:42:10,0.025
56,5,2008-01-26 08:47:21,0.084
56,6,2008-01-26 08:47:21,0.02
56,8,2008-01-26 08:47:21,0.037
56,19,2008-01-26 08:47:21,0.081
56,20,2008-01-26 08:47:21,0.041
56,29,2008-01-26 08:47:21,0.039
56,30,2008-01-26 08:47:21,0.028
56,36,2008-01-26 08:47:21,0.004
56,37,2008-01-26 08:47:21,
56,38,2008-01-26 08:47:21,
56,42,2008-01-26 08:47:21,0.074
56,44,2008-01-26 08:47:21,0.071
56,47,2008-01-26 08:47:21,0.03
56,49,2008-01-26 08:47:21,
56,61,2008-01-26 08:47:21,0.006
56,62,2008-01-26 08:47:21,0.084
56,65,2008-01-26 08:47:21,0.071
56,66,2008-01-26 08:47:21,0
56,67,2008-01-26 08:47:21,0.066
56,69,2008-01-26 08:47:21,0.084
56,74,2008-01-26 08:47:21,
56,76,2008-01-26 08:47:21,0.025
56,5,2008-01-26 08:52:33,0.084
56,6,2008-01-26 08:52:33,0.02
56,8,2008-01-26 08:52:33,0.037
56,19,2008-01-26 08:52:33,0.081
56,20,2008-01-26 08:52:33,0.041
56,29,2008-01-26 08:52:33,0.039
56,30,2008-01-26 08:52:33,0.028
56,32,2008-01-26 08:52:33,0.096
56,36,2008-01-26 08:52:33,0.004
56,42,2008-01-26 08:52:33,0.074
56,47,2008-01-26 08:52:33,0.03
56,49,2008-01-26 08:52:33,
56,61,2008-01-26 08:52:33,0.006
56,62,2008-01-26 08:52:33,0.084
56,65,2008-01-26 08:52:33,0.071
56,66,2008-01-26 08:52:33,0
56,67,2008-01-26 08:52:33,0.066
56,74,2008-01-26 08:52:33,
56,76,2008-01-26 08:52:33,0.025
12,23,2008-01-29 14:13:05,0.172
12,51,2008-01-29 14:13:05,
12,60,2008-01-29 14:13:05,
34,14,2008-01-29 14:25:23,0.116
34,27,2008-01-29 14:25:23,0.05
34,28,2008-01-29 14:25:23,0.331
34,48,2008-01-29 14:25:23,0.132
34,70,2008-01-29 14:25:23,0.07
34,74,2008-01-29 14:25:23,
34,1,2008-01-29 14:30:34,0.019
34,28,2008-01-29 14:30:34,0.331
34,48,2008-01-29 14:30:34,0.132
34,70,2008-01-29 14:30:34,0.07
34,74,2008-01-29 14:30:34,
34,1,2008-01-29 14:35:44,0.019
34,14,2008-01-29 14:35:44,0.116
34,27,2008-01-29 14:35:44,0.05
34,28,2008-01-29 14:35:44,0.331
34,48,2008-01-29 14:35:44,0.132
34,74,2008-01-29 14:35:44,
34,1,2008-01-29 14:40:54,0.019
34,27,2008-01-29 14:40:54,0.05
34,28,2008-01-29 14:40:54,0.331
34,48,2008-01-29 14:40:54,0.132
34,70,2008-01-29 14:40:54,0.07
34,74,2008-01-29 14:40:54,
34,28,2008-01-29 14:46:07,0.331
34,48,2008-01-29 14:46:07,0.132
34,74,2008-01-29 14:46:07,
34,1,2008-01-29 14:51:17,0.019
34,28,2008-01-29 14:51:17,0.331
34,48,2008-01-29 14:51:17,0.132
34,56,2008-01-29 14:51:17,0.013
34,70,2008-01-29 14:51:17,0.07
34,74,2008-01-29 14:51:17,
34,1,2008-01-29 14:56:27,0.019
34,28,2008-01-29 14:56:27,0.331
34,29,2008-01-29 14:56:27,0.156
34,48,2008-01-29 14:56:27,0.132
34,56,2008-01-29 14:56:27,0.013
34,70,2008-01-29 14:56:27,0.07
34,74,2008-01-29 14:56:27,
34,1,2008-01-29 15:01:38,0.019
34,27,2008-01-29 15:01:38,0.05
34,28,2008-01-29 15:01:38,0.331
34,29,2008-01-29 15:01:38,0.156
34,48,2008-01-29 15:01:38,0.132
34,56,2008-01-29 15:01:38,0.013
34,74,2008-01-29 15:01:38,
34,1,2008-01-29 15:06:50,0.019
34,27,2008-01-29 15:06:50,0.05
34,28,2008-01-29 15:06:50,0.331
34,29,2008-01-29 15:06:50,0.156
34,48,2008-01-29 15:06:50,0.132
34,56,2008-01-29 15:06:50,0.013
34,70,2008-01-29 15:06:50,0.07
34,71,2008-01-29 15:06:50,
34,74,2008-01-29 15:06:50,
34,1,2008-01-29 15:12:01,0.019
34,27,2008-01-29 15:12:01,0.05
34,28,2008-01-29 15:12:01,0.331
34,29,2008-01-29 15:12:01,0.156
34,48,2008-01-29 15:12:01,0.132
34,56,2008-01-29 15:12:01,0.013
34,70,2008-01-29 15:12:01,0.07
34,71,2008-01-29 15:12:01,
34,74,2008-01-29 15:12:01,
34,1,2008-01-29 15:17:11,0.019
34,28,2008-01-29 15:17:11,0.331
34,29,2008-01-29 15:17:11,0.156
34,48,2008-01-29 15:17:11,0.132
34,56,2008-01-29 15:17:11,0.013
34,71,2008-01-29 15:17:11,
34,74,2008-01-29 15:17:11,
34,1,2008-01-29 15:22:21,0.019
34,27,2008-01-29 15:22:21,0.05
34,28,2008-01-29 15:22:21,0.331
34,48,2008-01-29 15:22:21,0.132
34,56,2008-01-29 15:22:21,0.013
34,70,2008-01-29 15:22:21,0.07
34,71,2008-01-29 15:22:21,
34,74,2008-01-29 15:22:21,
34,1,2008-01-29 15:27:33,0.019
34,27,2008-01-29 15:27:33,0.05
34,28,2008-01-29 15:27:33,0.331
34,48,2008-01-29 15:27:33,0.132
34,56,2008-01-29 15:27:33,0.013
34,70,2008-01-29 15:27:33,0.07
34,71,2008-01-29 15:27:33,
34,74,2008-01-29 15:27:33,
34,42,2008-01-30 17:34:03,0.355
34,43,2008-01-30 17:34:03,0.178
34,49,2008-01-30 17:34:03,0.275
34,74,2008-01-30 17:34:03,
34,76,2008-01-30 17:34:03,
34,42,2008-01-30 17:39:14,0.355
34,43,2008-01-30 17:39:14,0.178
34,49,2008-01-30 17:39:14,0.275
34,59,2008-01-30 17:39:14,0.246
34,74,2008-01-30 17:39:14,
34,76,2008-01-30 17:39:14,
28,74,2008-01-30 18:36:27,
28,48,2008-01-30 18:42:12,0.153
28,74,2008-01-30 18:42:12,
28,14,2008-01-30 18:47:23,0.406
28,48,2008-01-30 18:47:23,0.153
28,74,2008-01-30 18:47:23,
28,14,2008-01-30 18:49:37,0.406
28,48,2008-01-30 18:49:37,0.153
28,74,2008-01-30 18:49:37,
28,14,2008-01-30 18:54:49,0.406
28,48,2008-01-30 18:54:49,0.153
28,74,2008-01-30 18:54:49,
28,14,2008-01-30 18:59:59,0.406
28,27,2008-01-30 18:59:59,0.099
28,48,2008-01-30 18:59:59,0.153
28,74,2008-01-30 18:59:59,
28,27,2008-01-30 19:05:09,0.099
28,48,2008-01-30 19:05:09,0.153
28,74,2008-01-30 19:05:09,
28,14,2008-01-30 19:10:22,0.406
28,27,2008-01-30 19:10:22,0.099
28,48,2008-01-30 19:10:22,0.153
28,70,2008-01-30 19:10:22,0.115
28,74,2008-01-30 19:10:22,
28,27,2008-01-30 19:15:32,0.099
28,34,2008-01-30 19:15:32,0.479
28,48,2008-01-30 19:15:32,0.153
28,70,2008-01-30 19:15:32,0.115
28,74,2008-01-30 19:15:32,
28,1,2008-01-30 19:20:42,0
28,27,2008-01-30 19:20:42,0.099
28,34,2008-01-30 19:20:42,0.479
28,48,2008-01-30 19:20:42,0.153
28,70,2008-01-30 19:20:42,0.115
28,74,2008-01-30 19:20:42,
28,14,2008-01-30 19:25:53,0.406
28,27,2008-01-30 19:25:53,0.099
28,34,2008-01-30 19:25:53,0.479
28,48,2008-01-30 19:25:53,0.153
28,70,2008-01-30 19:25:53,0.115
28,74,2008-01-30 19:25:53,
28,1,2008-01-30 19:31:05,0
28,27,2008-01-30 19:31:05,0.099
28,34,2008-01-30 19:31:05,0.479
28,48,2008-01-30 19:31:05,0.153
28,70,2008-01-30 19:31:05,0.115
28,74,2008-01-30 19:31:05,
28,1,2008-01-30 19:36:15,0
28,27,2008-01-30 19:36:15,0.099
28,34,2008-01-30 19:36:15,0.479
28,48,2008-01-30 19:36:15,0.153
28,56,2008-01-30 19:36:15,0.164
28,70,2008-01-30 19:36:15,0.115
28,74,2008-01-30 19:36:15,
28,1,2008-01-30 19:41:26,0
28,27,2008-01-30 19:41:26,0.099
28,29,2008-01-30 19:41:26,
28,34,2008-01-30 19:41:26,0.479
28,48,2008-01-30 19:41:26,0.153
28,56,2008-01-30 19:41:26,0.164
28,70,2008-01-30 19:41:26,0.115
28,74,2008-01-30 19:41:26,
28,27,2008-01-30 19:46:36,0.099
28,29,2008-01-30 19:46:36,
28,34,2008-01-30 19:46:36,0.479
28,48,2008-01-30 19:46:36,0.153
28,56,2008-01-30 19:46:36,0.164
28,70,2008-01-30 19:46:36,0.115
28,74,2008-01-30 19:46:36,
28,1,2008-01-30 19:51:49,0
28,27,2008-01-30 19:51:49,0.099
28,29,2008-01-30 19:51:49,
28,34,2008-01-30 19:51:49,0.479
28,48,2008-01-30 19:51:49,0.153
28,56,2008-01-30 19:51:49,0.164
28,70,2008-01-30 19:51:49,0.115
28,71,2008-01-30 19:51:49,
28,74,2008-01-30 19:51:49,
28,1,2008-01-30 19:56:59,0
28,27,2008-01-30 19:56:59,0.099
28,29,2008-01-30 19:56:59,
28,34,2008-01-30 19:56:59,0.479
28,48,2008-01-30 19:56:59,0.153
28,56,2008-01-30 19:56:59,0.164
28,70,2008-01-30 19:56:59,0.115
28,71,2008-01-30 19:56:59,
28,74,2008-01-30 19:56:59,
28,1,2008-01-30 20:02:09,0
28,27,2008-01-30 20:02:09,0.099
28,29,2008-01-30 20:02:09,
28,34,2008-01-30 20:02:09,0.479
28,48,2008-01-30 20:02:09,0.153
28,56,2008-01-30 20:02:09,0.164
28,70,2008-01-30 20:02:09,0.115
28,71,2008-01-30 20:02:09,
28,74,2008-01-30 20:02:09,
28,1,2008-01-30 20:07:20,0
28,27,2008-01-30 20:07:20,0.099
28,29,2008-01-30 20:07:20,
28,34,2008-01-30 20:07:20,0.479
28,48,2008-01-30 20:07:20,0.153
28,56,2008-01-30 20:07:20,0.164
28,70,2008-01-30 20:07:20,0.115
28,71,2008-01-30 20:07:20,
28,74,2008-01-30 20:07:20,
28,27,2008-01-30 20:12:32,0.099
28,34,2008-01-30 20:12:32,0.479
28,48,2008-01-30 20:12:32,0.153
28,56,2008-01-30 20:12:32,0.164
28,70,2008-01-30 20:12:32,0.115
28,71,2008-01-30 20:12:32,
28,74,2008-01-30 20:12:32,
28,1,2008-01-30 20:17:42,0
28,27,2008-01-30 20:17:42,0.099
28,34,2008-01-30 20:17:42,0.479
28,48,2008-01-30 20:17:42,0.153
28,56,2008-01-30 20:17:42,0.164
28,70,2008-01-30 20:17:42,0.115
28,74,2008-01-30 20:17:42,
28,1,2008-01-30 20:22:53,0
28,27,2008-01-30 20:22:53,0.099
28,47,2008-01-30 20:22:53,0.305
28,48,2008-01-30 20:22:53,0.153
28,56,2008-01-30 20:22:53,0.164
28,70,2008-01-30 20:22:53,0.115
28,71,2008-01-30 20:22:53,
28,74,2008-01-30 20:22:53,
28,1,2008-01-30 20:28:03,0
28,5,2008-01-30 20:28:03,0.394
28,27,2008-01-30 20:28:03,0.099
28,48,2008-01-30 20:28:03,0.153
28,56,2008-01-30 20:28:03,0.164
28,70,2008-01-30 20:28:03,0.115
28,74,2008-01-30 20:28:03,
28,5,2008-01-30 20:33:16,0.394
28,27,2008-01-30 20:33:16,0.099
28,37,2008-01-30 20:33:16,
28,47,2008-01-30 20:33:16,0.305
28,48,2008-01-30 20:33:16,0.153
28,56,2008-01-30 20:33:16,0.164
28,70,2008-01-30 20:33:16,0.115
28,71,2008-01-30 20:33:16,
28,74,2008-01-30 20:33:16,
28,1,2008-01-30 20:38:26,0
28,5,2008-01-30 20:38:26,0.394
28,27,2008-01-30 20:38:26,0.099
28,37,2008-01-30 20:38:26,
28,47,2008-01-30 20:38:26,0.305
28,48,2008-01-30 20:38:26,0.153
28,56,2008-01-30 20:38:26,0.164
28,60,2008-01-30 20:38:26,
28,70,2008-01-30 20:38:26,0.115
28,71,2008-01-30 20:38:26,
28,74,2008-01-30 20:38:26,
28,5,2008-01-30 20:43:36,0.394
28,27,2008-01-30 20:43:36,0.099
28,32,2008-01-30 20:43:36,0.223
28,37,2008-01-30 20:43:36,
28,47,2008-01-30 20:43:36,0.305
28,48,2008-01-30 20:43:36,0.153
28,56,2008-01-30 20:43:36,0.164
28,60,2008-01-30 20:43:36,
28,70,2008-01-30 20:43:36,0.115
28,71,2008-01-30 20:43:36,
28,74,2008-01-30 20:43:36,
28,1,2008-01-30 20:48:47,0
28,5,2008-01-30 20:48:47,0.394
28,27,2008-01-30 20:48:47,0.099
28,32,2008-01-30 20:48:47,0.223
28,37,2008-01-30 20:48:47,
28,38,2008-01-30 20:48:47,
28,47,2008-01-30 20:48:47,0.305
28,48,2008-01-30 20:48:47,0.153
28,69,2008-01-30 20:48:47,0.5
28,70,2008-01-30 20:48:47,0.115
28,71,2008-01-30 20:48:47,
28,74,2008-01-30 20:48:47,
28,5,2008-01-30 20:53:59,0.394
28,27,2008-01-30 20:53:59,0.099
